1415241	0	0	0
1415242	0	0	0
1415243	0	0	0
1415244	0	0	0
1415245	0	0	0
1415246	0	0	0
1415247	0	0	0
1415248	0	0	0
1415249	0	0	0
1415250	0	0	0
1415251	0	0	0
1415252	0	0	0
1415253	0	0	0
1415254	0	0	0
1415255	0	0	0
1415256	0	0	0
1415257	0	0	0
1415258	0	0	0
1415259	0	0	0
1415260	0	0	0
1415261	0	0	0
1415262	0	0	0
1415263	0	0	0
1415264	0	0	0
1415265	0	0	0
1415266	0	0	0
1415267	0	0	0
1415268	0	0	0
1415269	0	0	0
1415270	0	0	0
1415271	0	0	0
1415272	0	0	0
1415273	0	0	0
1415274	0	0	0
1415275	0	0	0
1415276	0	0	0
1415277	0	0	0
1415278	0	0	0
1415279	0	0	0
1415280	0	0	0
1415281	0	0	0
