1415241	1011	156	0	0
1415241	1012	156	0	0
1415241	1013	156	0	0
1415241	1014	156	0	0
1415241	1015	156	0	0
1415241	1016	156	0	0
1415241	1017	156	0	0
1415241	1018	156	0	0
1415241	1019	156	0	0
1415241	1020	156	0	0
1415242	1011	156	0	0
1415242	1012	156	0	0
1415242	1013	156	0	0
1415242	1014	156	0	0
1415242	1015	156	0	0
1415242	1016	156	0	0
1415242	1017	156	0	0
1415242	1018	156	0	0
1415242	1019	156	0	0
1415242	1020	156	0	0
1415243	1011	156	0	0
1415243	1012	156	0	0
1415243	1013	156	0	0
1415243	1014	156	0	0
1415243	1015	156	0	0
1415243	1016	156	0	0
1415243	1017	156	0	0
1415243	1018	156	0	0
1415243	1019	156	0	0
1415243	1020	156	0	0
1415244	1011	156	0	0
1415244	1012	156	0	0
1415244	1013	156	0	0
1415244	1014	156	0	0
1415244	1015	156	0	0
1415244	1016	156	0	0
1415244	1017	156	0	0
1415244	1018	156	0	0
1415244	1019	156	0	0
1415244	1020	156	0	0
